"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"State"	"State Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"2008"	"2008"	"85+ years"	"85+"	"Missouri"	"29"	"Male"	"M"	11	33483	Unreliable
	"2008"	"2008"	"85+ years"	"85+"	"New Jersey"	"34"	"Male"	"M"	10	52324	Unreliable
	"2008"	"2008"	"85+ years"	"85+"	"New York"	"36"	"Male"	"M"	23	115334	19.942
	"2008"	"2008"	"85+ years"	"85+"	"North Carolina"	"37"	"Male"	"M"	18	39886	Unreliable
	"2008"	"2008"	"85+ years"	"85+"	"Ohio"	"39"	"Male"	"M"	23	67296	34.177
	"2008"	"2008"	"85+ years"	"85+"	"Oregon"	"41"	"Male"	"M"	18	25211	Unreliable
	"2008"	"2008"	"85+ years"	"85+"	"Pennsylvania"	"42"	"Male"	"M"	28	89189	31.394
	"2008"	"2008"	"85+ years"	"85+"	"Tennessee"	"47"	"Male"	"M"	14	27702	Unreliable
	"2008"	"2008"	"85+ years"	"85+"	"Texas"	"48"	"Male"	"M"	45	92863	48.458
	"2008"	"2008"	"85+ years"	"85+"	"Virginia"	"51"	"Male"	"M"	14	34951	Unreliable
	"2008"	"2008"	"85+ years"	"85+"	"Washington"	"53"	"Male"	"M"	26	37205	69.883
	"2008"	"2008"	"85+ years"	"85+"	"West Virginia"	"54"	"Male"	"M"	11	10561	Unreliable
	"2008"	"2008"	"85+ years"	"85+"	"Wisconsin"	"55"	"Male"	"M"	12	35285	Unreliable
	"2009"	"2009"	"5-14 years"	"5-14"	"California"	"06"	"Male"	"M"	14	2592969	Unreliable
	"2009"	"2009"	"5-14 years"	"5-14"	"Ohio"	"39"	"Male"	"M"	10	782410	Unreliable
	"2009"	"2009"	"5-14 years"	"5-14"	"Pennsylvania"	"42"	"Male"	"M"	11	792219	Unreliable
	"2009"	"2009"	"5-14 years"	"5-14"	"Texas"	"48"	"Male"	"M"	21	1910610	1.099
	"2009"	"2009"	"15-24 years"	"15-24"	"Alabama"	"01"	"Female"	"F"	11	336154	Unreliable
	"2009"	"2009"	"15-24 years"	"15-24"	"Alabama"	"01"	"Male"	"M"	60	342574	17.514
	"2009"	"2009"	"15-24 years"	"15-24"	"Alaska"	"02"	"Male"	"M"	30	55597	53.960
	"2009"	"2009"	"15-24 years"	"15-24"	"Arizona"	"04"	"Female"	"F"	27	434779	6.210
	"2009"	"2009"	"15-24 years"	"15-24"	"Arizona"	"04"	"Male"	"M"	94	465623	20.188
	"2009"	"2009"	"15-24 years"	"15-24"	"Arkansas"	"05"	"Male"	"M"	50	203722	24.543
	"2009"	"2009"	"15-24 years"	"15-24"	"California"	"06"	"Female"	"F"	85	2675052	3.178
	"2009"	"2009"	"15-24 years"	"15-24"	"California"	"06"	"Male"	"M"	313	2884975	10.849
	"2009"	"2009"	"15-24 years"	"15-24"	"Colorado"	"08"	"Female"	"F"	25	330007	7.576
	"2009"	"2009"	"15-24 years"	"15-24"	"Colorado"	"08"	"Male"	"M"	103	356930	28.857
	"2009"	"2009"	"15-24 years"	"15-24"	"Connecticut"	"09"	"Female"	"F"	13	232463	Unreliable
	"2009"	"2009"	"15-24 years"	"15-24"	"Connecticut"	"09"	"Male"	"M"	29	245749	11.801
	"2009"	"2009"	"15-24 years"	"15-24"	"Delaware"	"10"	"Male"	"M"	10	63819	Unreliable
	"2009"	"2009"	"15-24 years"	"15-24"	"Florida"	"12"	"Female"	"F"	38	1194679	3.181
	"2009"	"2009"	"15-24 years"	"15-24"	"Florida"	"12"	"Male"	"M"	190	1257725	15.107
	"2009"	"2009"	"15-24 years"	"15-24"	"Georgia"	"13"	"Female"	"F"	18	679296	Unreliable
	"2009"	"2009"	"15-24 years"	"15-24"	"Georgia"	"13"	"Male"	"M"	106	709199	14.946
	"2009"	"2009"	"15-24 years"	"15-24"	"Hawaii"	"15"	"Male"	"M"	18	95917	Unreliable
	"2009"	"2009"	"15-24 years"	"15-24"	"Idaho"	"16"	"Male"	"M"	26	114206	22.766
	"2009"	"2009"	"15-24 years"	"15-24"	"Illinois"	"17"	"Female"	"F"	27	881766	3.062
	"2009"	"2009"	"15-24 years"	"15-24"	"Illinois"	"17"	"Male"	"M"	113	924083	12.228
	"2009"	"2009"	"15-24 years"	"15-24"	"Indiana"	"18"	"Female"	"F"	11	455432	Unreliable
	"2009"	"2009"	"15-24 years"	"15-24"	"Indiana"	"18"	"Male"	"M"	99	472660	20.945
	"2009"	"2009"	"15-24 years"	"15-24"	"Iowa"	"19"	"Male"	"M"	50	221994	22.523
	"2009"	"2009"	"15-24 years"	"15-24"	"Kansas"	"20"	"Male"	"M"	42	211570	19.852
	"2009"	"2009"	"15-24 years"	"15-24"	"Kentucky"	"21"	"Female"	"F"	13	286319	Unreliable
	"2009"	"2009"	"15-24 years"	"15-24"	"Kentucky"	"21"	"Male"	"M"	64	299622	21.360
	"2009"	"2009"	"15-24 years"	"15-24"	"Louisiana"	"22"	"Male"	"M"	49	335353	14.611
	"2009"	"2009"	"15-24 years"	"15-24"	"Maine"	"23"	"Male"	"M"	13	87614	Unreliable
	"2009"	"2009"	"15-24 years"	"15-24"	"Maryland"	"24"	"Female"	"F"	17	390272	Unreliable
	"2009"	"2009"	"15-24 years"	"15-24"	"Maryland"	"24"	"Male"	"M"	54	406834	13.273
	"2009"	"2009"	"15-24 years"	"15-24"	"Massachusetts"	"25"	"Female"	"F"	13	466126	Unreliable
	"2009"	"2009"	"15-24 years"	"15-24"	"Massachusetts"	"25"	"Male"	"M"	40	470881	8.495
	"2009"	"2009"	"15-24 years"	"15-24"	"Michigan"	"26"	"Female"	"F"	25	693995	3.602
	"2009"	"2009"	"15-24 years"	"15-24"	"Michigan"	"26"	"Male"	"M"	109	721530	15.107
	"2009"	"2009"	"15-24 years"	"15-24"	"Minnesota"	"27"	"Female"	"F"	10	358135	Unreliable
	"2009"	"2009"	"15-24 years"	"15-24"	"Minnesota"	"27"	"Male"	"M"	74	373369	19.820
	"2009"	"2009"	"15-24 years"	"15-24"	"Mississippi"	"28"	"Male"	"M"	38	220742	17.215
	"2009"	"2009"	"15-24 years"	"15-24"	"Missouri"	"29"	"Female"	"F"	12	413424	Unreliable
	"2009"	"2009"	"15-24 years"	"15-24"	"Missouri"	"29"	"Male"	"M"	76	426611	17.815
	"2009"	"2009"	"15-24 years"	"15-24"	"Montana"	"30"	"Male"	"M"	33	70408	46.870
	"2009"	"2009"	"15-24 years"	"15-24"	"Nebraska"	"31"	"Male"	"M"	23	133077	17.283
	"2009"	"2009"	"15-24 years"	"15-24"	"Nevada"	"32"	"Male"	"M"	28	184511	15.175
	"2009"	"2009"	"15-24 years"	"15-24"	"New Hampshire"	"33"	"Male"	"M"	18	91543	Unreliable
	"2009"	"2009"	"15-24 years"	"15-24"	"New Jersey"	"34"	"Male"	"M"	61	586317	10.404
	"2009"	"2009"	"15-24 years"	"15-24"	"New Mexico"	"35"	"Female"	"F"	10	142379	Unreliable
	"2009"	"2009"	"15-24 years"	"15-24"	"New Mexico"	"35"	"Male"	"M"	61	149402	40.829
	"2009"	"2009"	"15-24 years"	"15-24"	"New York"	"36"	"Female"	"F"	42	1361415	3.085
	"2009"	"2009"	"15-24 years"	"15-24"	"New York"	"36"	"Male"	"M"	142	1408137	10.084
	"2009"	"2009"	"15-24 years"	"15-24"	"North Carolina"	"37"	"Female"	"F"	25	641978	3.894
	"2009"	"2009"	"15-24 years"	"15-24"	"North Carolina"	"37"	"Male"	"M"	107	672065	15.921
	"2009"	"2009"	"15-24 years"	"15-24"	"North Dakota"	"38"	"Male"	"M"	22	56269	39.098
	"2009"	"2009"	"15-24 years"	"15-24"	"Ohio"	"39"	"Female"	"F"	29	784047	3.699
	"2009"	"2009"	"15-24 years"	"15-24"	"Ohio"	"39"	"Male"	"M"	114	808379	14.102
	"2009"	"2009"	"15-24 years"	"15-24"	"Oklahoma"	"40"	"Female"	"F"	11	260143	Unreliable
	"2009"	"2009"	"15-24 years"	"15-24"	"Oklahoma"	"40"	"Male"	"M"	58	273958	21.171
	"2009"	"2009"	"15-24 years"	"15-24"	"Oregon"	"41"	"Female"	"F"	11	249601	Unreliable
	"2009"	"2009"	"15-24 years"	"15-24"	"Oregon"	"41"	"Male"	"M"	46	260577	17.653
	"2009"	"2009"	"15-24 years"	"15-24"	"Pennsylvania"	"42"	"Female"	"F"	25	873332	2.863
	"2009"	"2009"	"15-24 years"	"15-24"	"Pennsylvania"	"42"	"Male"	"M"	142	903974	15.708
	"2009"	"2009"	"15-24 years"	"15-24"	"Rhode Island"	"44"	"Male"	"M"	12	82025	Unreliable
	"2009"	"2009"	"15-24 years"	"15-24"	"South Carolina"	"45"	"Female"	"F"	12	323574	Unreliable
	"2009"	"2009"	"15-24 years"	"15-24"	"South Carolina"	"45"	"Male"	"M"	54	336094	16.067
	"2009"	"2009"	"15-24 years"	"15-24"	"South Dakota"	"46"	"Male"	"M"	32	59891	53.430
	"2009"	"2009"	"15-24 years"	"15-24"	"Tennessee"	"47"	"Female"	"F"	26	424893	6.119
	"2009"	"2009"	"15-24 years"	"15-24"	"Tennessee"	"47"	"Male"	"M"	86	434798	19.779
	"2009"	"2009"	"15-24 years"	"15-24"	"Texas"	"48"	"Female"	"F"	82	1784119	4.596
	"2009"	"2009"	"15-24 years"	"15-24"	"Texas"	"48"	"Male"	"M"	332	1888308	17.582
	"2009"	"2009"	"15-24 years"	"15-24"	"Utah"	"49"	"Female"	"F"	11	222085	Unreliable
	"2009"	"2009"	"15-24 years"	"15-24"	"Utah"	"49"	"Male"	"M"	57	225495	25.278
	"2009"	"2009"	"15-24 years"	"15-24"	"Virginia"	"51"	"Female"	"F"	18	546094	Unreliable
	"2009"	"2009"	"15-24 years"	"15-24"	"Virginia"	"51"	"Male"	"M"	87	575514	15.117
	"2009"	"2009"	"15-24 years"	"15-24"	"Washington"	"53"	"Female"	"F"	19	448455	Unreliable
	"2009"	"2009"	"15-24 years"	"15-24"	"Washington"	"53"	"Male"	"M"	97	479823	20.216
	"2009"	"2009"	"15-24 years"	"15-24"	"West Virginia"	"54"	"Male"	"M"	25	121737	20.536
	"2009"	"2009"	"15-24 years"	"15-24"	"Wisconsin"	"55"	"Female"	"F"	15	387572	Unreliable
	"2009"	"2009"	"15-24 years"	"15-24"	"Wisconsin"	"55"	"Male"	"M"	83	405625	20.462
	"2009"	"2009"	"15-24 years"	"15-24"	"Wyoming"	"56"	"Male"	"M"	16	41976	Unreliable
	"2009"	"2009"	"25-34 years"	"25-34"	"Alabama"	"01"	"Female"	"F"	18	306876	Unreliable
	"2009"	"2009"	"25-34 years"	"25-34"	"Alabama"	"01"	"Male"	"M"	70	298675	23.437
	"2009"	"2009"	"25-34 years"	"25-34"	"Alaska"	"02"	"Male"	"M"	25	50970	49.048
	"2009"	"2009"	"25-34 years"	"25-34"	"Arizona"	"04"	"Female"	"F"	45	419959	10.715
	"2009"	"2009"	"25-34 years"	"25-34"	"Arizona"	"04"	"Male"	"M"	105	439335	23.900
	"2009"	"2009"	"25-34 years"	"25-34"	"Arkansas"	"05"	"Female"	"F"	14	186737	Unreliable
	"2009"	"2009"	"25-34 years"	"25-34"	"Arkansas"	"05"	"Male"	"M"	53	187396	28.282
	"2009"	"2009"	"25-34 years"	"25-34"	"California"	"06"	"Female"	"F"	104	2585805	4.022
	"2009"	"2009"	"25-34 years"	"25-34"	"California"	"06"	"Male"	"M"	366	2693754	13.587
	"2009"	"2009"	"25-34 years"	"25-34"	"Colorado"	"08"	"Female"	"F"	28	348197	8.041
	"2009"	"2009"	"25-34 years"	"25-34"	"Colorado"	"08"	"Male"	"M"	110	367050	29.969
	"2009"	"2009"	"25-34 years"	"25-34"	"Connecticut"	"09"	"Female"	"F"	10	207790	Unreliable
	"2009"	"2009"	"25-34 years"	"25-34"	"Connecticut"	"09"	"Male"	"M"	30	207525	14.456
	"2009"	"2009"	"25-34 years"	"25-34"	"Delaware"	"10"	"Male"	"M"	14	54613	Unreliable
	"2009"	"2009"	"25-34 years"	"25-34"	"Florida"	"12"	"Female"	"F"	77	1129474	6.817
	"2009"	"2009"	"25-34 years"	"25-34"	"Florida"	"12"	"Male"	"M"	274	1139251	24.051
	"2009"	"2009"	"25-34 years"	"25-34"	"Georgia"	"13"	"Female"	"F"	33	677348	4.872
	"2009"	"2009"	"25-34 years"	"25-34"	"Georgia"	"13"	"Male"	"M"	141	660831	21.337
	"2009"	"2009"	"25-34 years"	"25-34"	"Hawaii"	"15"	"Male"	"M"	20	94464	21.172
	"2009"	"2009"	"25-34 years"	"25-34"	"Idaho"	"16"	"Male"	"M"	31	106571	29.089
	"2009"	"2009"	"25-34 years"	"25-34"	"Illinois"	"17"	"Female"	"F"	33	882190	3.741
	"2009"	"2009"	"25-34 years"	"25-34"	"Illinois"	"17"	"Male"	"M"	153	888279	17.224
	"2009"	"2009"	"25-34 years"	"25-34"	"Indiana"	"18"	"Female"	"F"	18	410559	Unreliable
	"2009"	"2009"	"25-34 years"	"25-34"	"Indiana"	"18"	"Male"	"M"	97	414620	23.395
	"2009"	"2009"	"25-34 years"	"25-34"	"Iowa"	"19"	"Male"	"M"	48	192456	24.941
	"2009"	"2009"	"25-34 years"	"25-34"	"Kansas"	"20"	"Male"	"M"	62	188688	32.858
	"2009"	"2009"	"25-34 years"	"25-34"	"Kentucky"	"21"	"Female"	"F"	18	279462	Unreliable
	"2009"	"2009"	"25-34 years"	"25-34"	"Kentucky"	"21"	"Male"	"M"	76	284829	26.683
	"2009"	"2009"	"25-34 years"	"25-34"	"Louisiana"	"22"	"Female"	"F"	12	306914	Unreliable
	"2009"	"2009"	"25-34 years"	"25-34"	"Louisiana"	"22"	"Male"	"M"	76	306593	24.789
	"2009"	"2009"	"25-34 years"	"25-34"	"Maine"	"23"	"Male"	"M"	15	71485	Unreliable
	"2009"	"2009"	"25-34 years"	"25-34"	"Maryland"	"24"	"Female"	"F"	18	382627	Unreliable
	"2009"	"2009"	"25-34 years"	"25-34"	"Maryland"	"24"	"Male"	"M"	74	367420	20.140
	"2009"	"2009"	"25-34 years"	"25-34"	"Massachusetts"	"25"	"Female"	"F"	10	424417	Unreliable
	"2009"	"2009"	"25-34 years"	"25-34"	"Massachusetts"	"25"	"Male"	"M"	48	412110	11.647
	"2009"	"2009"	"25-34 years"	"25-34"	"Michigan"	"26"	"Female"	"F"	30	585377	5.125
	"2009"	"2009"	"25-34 years"	"25-34"	"Michigan"	"26"	"Male"	"M"	121	582758	20.763
	"2009"	"2009"	"25-34 years"	"25-34"	"Minnesota"	"27"	"Female"	"F"	15	348790	Unreliable
	"2009"	"2009"	"25-34 years"	"25-34"	"Minnesota"	"27"	"Male"	"M"	66	358682	18.401
	"2009"	"2009"	"25-34 years"	"25-34"	"Mississippi"	"28"	"Female"	"F"	12	195549	Unreliable
	"2009"	"2009"	"25-34 years"	"25-34"	"Mississippi"	"28"	"Male"	"M"	45	190020	23.682
	"2009"	"2009"	"25-34 years"	"25-34"	"Missouri"	"29"	"Female"	"F"	36	384384	9.366
	"2009"	"2009"	"25-34 years"	"25-34"	"Missouri"	"29"	"Male"	"M"	117	383497	30.509
	"2009"	"2009"	"25-34 years"	"25-34"	"Montana"	"30"	"Male"	"M"	24	62165	38.607
	"2009"	"2009"	"25-34 years"	"25-34"	"Nebraska"	"31"	"Male"	"M"	22	122589	17.946
	"2009"	"2009"	"25-34 years"	"25-34"	"Nevada"	"32"	"Female"	"F"	17	189365	Unreliable
	"2009"	"2009"	"25-34 years"	"25-34"	"Nevada"	"32"	"Male"	"M"	59	199112	29.632
	"2009"	"2009"	"25-34 years"	"25-34"	"New Hampshire"	"33"	"Male"	"M"	17	71583	Unreliable
	"2009"	"2009"	"25-34 years"	"25-34"	"New Jersey"	"34"	"Male"	"M"	77	551013	13.974
	"2009"	"2009"	"25-34 years"	"25-34"	"New Mexico"	"35"	"Female"	"F"	14	128948	Unreliable
	"2009"	"2009"	"25-34 years"	"25-34"	"New Mexico"	"35"	"Male"	"M"	49	133112	36.811
	"2009"	"2009"	"25-34 years"	"25-34"	"New York"	"36"	"Female"	"F"	36	1338095	2.690
	"2009"	"2009"	"25-34 years"	"25-34"	"New York"	"36"	"Male"	"M"	145	1297723	11.173
	"2009"	"2009"	"25-34 years"	"25-34"	"North Carolina"	"37"	"Female"	"F"	35	627715	5.576
	"2009"	"2009"	"25-34 years"	"25-34"	"North Carolina"	"37"	"Male"	"M"	147	609477	24.119
	"2009"	"2009"	"25-34 years"	"25-34"	"North Dakota"	"38"	"Male"	"M"	16	46067	Unreliable
	"2009"	"2009"	"25-34 years"	"25-34"	"Ohio"	"39"	"Female"	"F"	35	708445	4.940
	"2009"	"2009"	"25-34 years"	"25-34"	"Ohio"	"39"	"Male"	"M"	133	702203	18.940
	"2009"	"2009"	"25-34 years"	"25-34"	"Oklahoma"	"40"	"Female"	"F"	21	244040	8.605
	"2009"	"2009"	"25-34 years"	"25-34"	"Oklahoma"	"40"	"Male"	"M"	87	254178	34.228
	"2009"	"2009"	"25-34 years"	"25-34"	"Oregon"	"41"	"Female"	"F"	18	257002	Unreliable
	"2009"	"2009"	"25-34 years"	"25-34"	"Oregon"	"41"	"Male"	"M"	61	263327	23.165
	"2009"	"2009"	"25-34 years"	"25-34"	"Pennsylvania"	"42"	"Female"	"F"	29	748014	3.877
	"2009"	"2009"	"25-34 years"	"25-34"	"Pennsylvania"	"42"	"Male"	"M"	170	750769	22.643
	"2009"	"2009"	"25-34 years"	"25-34"	"Rhode Island"	"44"	"Male"	"M"	16	63021	Unreliable
	"2009"	"2009"	"25-34 years"	"25-34"	"South Carolina"	"45"	"Female"	"F"	15	295454	Unreliable
	"2009"	"2009"	"25-34 years"	"25-34"	"South Carolina"	"45"	"Male"	"M"	76	291426	26.079
	"2009"	"2009"	"25-34 years"	"25-34"	"South Dakota"	"46"	"Male"	"M"	22	53486	41.132
	"2009"	"2009"	"25-34 years"	"25-34"	"Tennessee"	"47"	"Female"	"F"	27	414535	6.513
	"2009"	"2009"	"25-34 years"	"25-34"	"Tennessee"	"47"	"Male"	"M"	106	407326	26.023
	"2009"	"2009"	"25-34 years"	"25-34"	"Texas"	"48"	"Female"	"F"	78	1769223	4.409
	"2009"	"2009"	"25-34 years"	"25-34"	"Texas"	"48"	"Male"	"M"	375	1796846	20.870
	"2009"	"2009"	"25-34 years"	"25-34"	"Utah"	"49"	"Female"	"F"	22	214643	10.250
	"2009"	"2009"	"25-34 years"	"25-34"	"Utah"	"49"	"Male"	"M"	87	226003	38.495
	"2009"	"2009"	"25-34 years"	"25-34"	"Vermont"	"50"	"Male"	"M"	10	33953	Unreliable
	"2009"	"2009"	"25-34 years"	"25-34"	"Virginia"	"51"	"Female"	"F"	23	535689	4.294
	"2009"	"2009"	"25-34 years"	"25-34"	"Virginia"	"51"	"Male"	"M"	107	536665	19.938
	"2009"	"2009"	"25-34 years"	"25-34"	"Washington"	"53"	"Female"	"F"	22	452944	4.857
	"2009"	"2009"	"25-34 years"	"25-34"	"Washington"	"53"	"Male"	"M"	115	470354	24.450
	"2009"	"2009"	"25-34 years"	"25-34"	"West Virginia"	"54"	"Female"	"F"	10	109155	Unreliable
	"2009"	"2009"	"25-34 years"	"25-34"	"West Virginia"	"54"	"Male"	"M"	39	111981	34.827
	"2009"	"2009"	"25-34 years"	"25-34"	"Wisconsin"	"55"	"Female"	"F"	23	349934	6.573
	"2009"	"2009"	"25-34 years"	"25-34"	"Wisconsin"	"55"	"Male"	"M"	72	363785	19.792
	"2009"	"2009"	"25-34 years"	"25-34"	"Wyoming"	"56"	"Male"	"M"	17	40016	Unreliable
	"2009"	"2009"	"35-44 years"	"35-44"	"Alabama"	"01"	"Female"	"F"	28	319030	8.777
	"2009"	"2009"	"35-44 years"	"35-44"	"Alabama"	"01"	"Male"	"M"	93	307619	30.232
	"2009"	"2009"	"35-44 years"	"35-44"	"Alaska"	"02"	"Male"	"M"	17	47509	Unreliable
	"2009"	"2009"	"35-44 years"	"35-44"	"Arizona"	"04"	"Female"	"F"	45	407826	11.034
	"2009"	"2009"	"35-44 years"	"35-44"	"Arizona"	"04"	"Male"	"M"	141	417962	33.735
	"2009"	"2009"	"35-44 years"	"35-44"	"Arkansas"	"05"	"Female"	"F"	15	185102	Unreliable
	"2009"	"2009"	"35-44 years"	"35-44"	"Arkansas"	"05"	"Male"	"M"	54	184048	29.340
	"2009"	"2009"	"35-44 years"	"35-44"	"California"	"06"	"Female"	"F"	155	2591015	5.982
	"2009"	"2009"	"35-44 years"	"35-44"	"California"	"06"	"Male"	"M"	448	2623323	17.078
	"2009"	"2009"	"35-44 years"	"35-44"	"Colorado"	"08"	"Female"	"F"	53	342421	15.478
	"2009"	"2009"	"35-44 years"	"35-44"	"Colorado"	"08"	"Male"	"M"	144	357973	40.226
	"2009"	"2009"	"35-44 years"	"35-44"	"Connecticut"	"09"	"Female"	"F"	10	254677	Unreliable
	"2009"	"2009"	"35-44 years"	"35-44"	"Connecticut"	"09"	"Male"	"M"	47	241844	19.434
	"2009"	"2009"	"35-44 years"	"35-44"	"Delaware"	"10"	"Male"	"M"	18	57387	Unreliable
	"2009"	"2009"	"35-44 years"	"35-44"	"Florida"	"12"	"Female"	"F"	116	1236870	9.379
	"2009"	"2009"	"35-44 years"	"35-44"	"Florida"	"12"	"Male"	"M"	399	1223247	32.618
	"2009"	"2009"	"35-44 years"	"35-44"	"Georgia"	"13"	"Female"	"F"	47	717945	6.546
	"2009"	"2009"	"35-44 years"	"35-44"	"Georgia"	"13"	"Male"	"M"	167	693928	24.066
	"2009"	"2009"	"35-44 years"	"35-44"	"Hawaii"	"15"	"Male"	"M"	25	89351	27.980
	"2009"	"2009"	"35-44 years"	"35-44"	"Idaho"	"16"	"Female"	"F"	22	94626	23.249
	"2009"	"2009"	"35-44 years"	"35-44"	"Idaho"	"16"	"Male"	"M"	44	97319	45.212
	"2009"	"2009"	"35-44 years"	"35-44"	"Illinois"	"17"	"Female"	"F"	47	877215	5.358
	"2009"	"2009"	"35-44 years"	"35-44"	"Illinois"	"17"	"Male"	"M"	174	869561	20.010
	"2009"	"2009"	"35-44 years"	"35-44"	"Indiana"	"18"	"Female"	"F"	34	424816	8.003
	"2009"	"2009"	"35-44 years"	"35-44"	"Indiana"	"18"	"Male"	"M"	137	426557	32.118
	"2009"	"2009"	"35-44 years"	"35-44"	"Iowa"	"19"	"Female"	"F"	19	182074	Unreliable
	"2009"	"2009"	"35-44 years"	"35-44"	"Iowa"	"19"	"Male"	"M"	48	186190	25.780
	"2009"	"2009"	"35-44 years"	"35-44"	"Kansas"	"20"	"Female"	"F"	11	173149	Unreliable
	"2009"	"2009"	"35-44 years"	"35-44"	"Kansas"	"20"	"Male"	"M"	61	176211	34.618
	"2009"	"2009"	"35-44 years"	"35-44"	"Kentucky"	"21"	"Female"	"F"	28	290723	9.631
	"2009"	"2009"	"35-44 years"	"35-44"	"Kentucky"	"21"	"Male"	"M"	82	292679	28.017
	"2009"	"2009"	"35-44 years"	"35-44"	"Louisiana"	"22"	"Female"	"F"	16	287409	Unreliable
	"2009"	"2009"	"35-44 years"	"35-44"	"Louisiana"	"22"	"Male"	"M"	70	280737	24.934
	"2009"	"2009"	"35-44 years"	"35-44"	"Maine"	"23"	"Female"	"F"	11	89567	Unreliable
	"2009"	"2009"	"35-44 years"	"35-44"	"Maine"	"23"	"Male"	"M"	34	86800	39.171
	"2009"	"2009"	"35-44 years"	"35-44"	"Maryland"	"24"	"Female"	"F"	19	419481	Unreliable
	"2009"	"2009"	"35-44 years"	"35-44"	"Maryland"	"24"	"Male"	"M"	70	388534	18.016
	"2009"	"2009"	"35-44 years"	"35-44"	"Massachusetts"	"25"	"Female"	"F"	24	463282	5.180
	"2009"	"2009"	"35-44 years"	"35-44"	"Massachusetts"	"25"	"Male"	"M"	96	441631	21.738
	"2009"	"2009"	"35-44 years"	"35-44"	"Michigan"	"26"	"Female"	"F"	53	659369	8.038
	"2009"	"2009"	"35-44 years"	"35-44"	"Michigan"	"26"	"Male"	"M"	157	648729	24.201
	"2009"	"2009"	"35-44 years"	"35-44"	"Minnesota"	"27"	"Female"	"F"	23	343594	6.694
	"2009"	"2009"	"35-44 years"	"35-44"	"Minnesota"	"27"	"Male"	"M"	74	348606	21.227
	"2009"	"2009"	"35-44 years"	"35-44"	"Mississippi"	"28"	"Female"	"F"	15	193974	Unreliable
	"2009"	"2009"	"35-44 years"	"35-44"	"Mississippi"	"28"	"Male"	"M"	64	184613	34.667
	"2009"	"2009"	"35-44 years"	"35-44"	"Missouri"	"29"	"Female"	"F"	37	382132	9.683
	"2009"	"2009"	"35-44 years"	"35-44"	"Missouri"	"29"	"Male"	"M"	121	377640	32.041
	"2009"	"2009"	"35-44 years"	"35-44"	"Montana"	"30"	"Male"	"M"	23	57603	39.928
	"2009"	"2009"	"35-44 years"	"35-44"	"Nebraska"	"31"	"Male"	"M"	20	112325	17.805
	"2009"	"2009"	"35-44 years"	"35-44"	"Nevada"	"32"	"Female"	"F"	22	186845	11.774
	"2009"	"2009"	"35-44 years"	"35-44"	"Nevada"	"32"	"Male"	"M"	67	199214	33.632
	"2009"	"2009"	"35-44 years"	"35-44"	"New Hampshire"	"33"	"Male"	"M"	22	91442	24.059
	"2009"	"2009"	"35-44 years"	"35-44"	"New Jersey"	"34"	"Female"	"F"	19	642615	Unreliable
	"2009"	"2009"	"35-44 years"	"35-44"	"New Jersey"	"34"	"Male"	"M"	88	618037	14.239
	"2009"	"2009"	"35-44 years"	"35-44"	"New Mexico"	"35"	"Female"	"F"	14	125884	Unreliable
	"2009"	"2009"	"35-44 years"	"35-44"	"New Mexico"	"35"	"Male"	"M"	40	123673	32.343
	"2009"	"2009"	"35-44 years"	"35-44"	"New York"	"36"	"Female"	"F"	62	1354426	4.578
	"2009"	"2009"	"35-44 years"	"35-44"	"New York"	"36"	"Male"	"M"	195	1299793	15.002
	"2009"	"2009"	"35-44 years"	"35-44"	"North Carolina"	"37"	"Female"	"F"	43	677353	6.348
	"2009"	"2009"	"35-44 years"	"35-44"	"North Carolina"	"37"	"Male"	"M"	195	659127	29.585
	"2009"	"2009"	"35-44 years"	"35-44"	"North Dakota"	"38"	"Male"	"M"	16	38758	Unreliable
	"2009"	"2009"	"35-44 years"	"35-44"	"Ohio"	"39"	"Female"	"F"	49	759298	6.453
	"2009"	"2009"	"35-44 years"	"35-44"	"Ohio"	"39"	"Male"	"M"	178	746999	23.829
	"2009"	"2009"	"35-44 years"	"35-44"	"Oklahoma"	"40"	"Female"	"F"	17	228606	Unreliable
	"2009"	"2009"	"35-44 years"	"35-44"	"Oklahoma"	"40"	"Male"	"M"	82	232552	35.261
	"2009"	"2009"	"35-44 years"	"35-44"	"Oregon"	"41"	"Female"	"F"	31	246297	12.586
	"2009"	"2009"	"35-44 years"	"35-44"	"Oregon"	"41"	"Male"	"M"	82	253989	32.285
	"2009"	"2009"	"35-44 years"	"35-44"	"Pennsylvania"	"42"	"Female"	"F"	67	830265	8.070
	"2009"	"2009"	"35-44 years"	"35-44"	"Pennsylvania"	"42"	"Male"	"M"	209	817096	25.578
	"2009"	"2009"	"35-44 years"	"35-44"	"Rhode Island"	"44"	"Male"	"M"	20	68371	29.252
	"2009"	"2009"	"35-44 years"	"35-44"	"South Carolina"	"45"	"Female"	"F"	26	309457	8.402
	"2009"	"2009"	"35-44 years"	"35-44"	"South Carolina"	"45"	"Male"	"M"	82	298771	27.446
	"2009"	"2009"	"35-44 years"	"35-44"	"South Dakota"	"46"	"Male"	"M"	13	47725	Unreliable
	"2009"	"2009"	"35-44 years"	"35-44"	"Tennessee"	"47"	"Female"	"F"	36	435522	8.266
